StockCode,Description,AvgPrice,PriceStd,MinPrice,MaxPrice,TotalQuantitySold,AvgQuantityPerOrder,TotalOrders,TotalRevenue,AvgRevenuePerOrder,UniqueCustomers,CountriesServed,PriceVariability,PopularityScore,RevenuePerCustomer,ProductCategory
22905,CALENDAR IN SEASON DESIGN,2.79,0.78,1.25,5.91,573,5.31,108,1479.18,13.7,49,6,0.2795698924731183,0.04963235294117647,30.187346938775512,Low_Performer
22906,12 MESSAGE CARDS WITH ENVELOPES,2.06,0.72,1.45,3.36,1637,6.52,251,2799.83,11.15,149,6,0.3495145631067961,0.11534926470588236,18.790805369127515,Low_Performer
22907,PACK OF 20 NAPKINS PANTRY DESIGN,0.99,0.3,0.64,1.95,6214,9.42,660,5378.86,8.15,346,16,0.30303030303030304,0.30330882352941174,15.545838150289017,Low_Performer
22908,PACK OF 20 NAPKINS RED APPLES,0.97,0.29,0.64,1.95,4319,11.55,374,3513.77,9.4,208,11,0.29896907216494845,0.171875,16.893125,Low_Performer
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.99,0.31,0.64,1.95,8714,14.77,590,7792.44,13.21,349,9,0.31313131313131315,0.2711397058823529,22.327908309455587,Low_Performer
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3.37,1.15,2.5,6.95,10072,12.54,803,31403.17,39.11,457,8,0.3412462908011869,0.36902573529411764,68.71590809628009,Low_Performer
22911,PAPER CHAIN KIT LONDON,3.25,0.91,2.55,5.91,455,4.95,92,1334.49,14.51,66,6,0.28,0.042279411764705885,20.219545454545454,Low_Performer
22912,YELLOW COAT RACK PARIS FASHION,5.3,1.45,3.37,11.02,270,2.81,96,1258.24,13.11,72,7,0.27358490566037735,0.04411764705882353,17.475555555555555,Low_Performer
22913,RED COAT RACK PARIS FASHION,5.58,1.86,3.37,11.02,335,3.13,107,1589.0,14.85,76,10,0.33333333333333337,0.04917279411764706,20.907894736842106,Low_Performer
22914,BLUE COAT RACK PARIS FASHION,5.45,1.67,3.37,11.02,458,3.05,150,2204.75,14.7,104,11,0.3064220183486238,0.06893382352941177,21.19951923076923,Low_Performer
22915,ASSORTED BOTTLE TOP MAGNETS,1.18,1.67,0.19,5.06,3043,17.19,177,1356.1,7.66,108,13,1.4152542372881356,0.08134191176470588,12.55648148148148,Low_Performer
22916,HERB MARKER THYME,0.85,0.4,0.55,1.95,1817,7.97,228,1253.06,5.5,123,9,0.4705882352941177,0.10477941176470588,10.187479674796748,Low_Performer
22917,HERB MARKER ROSEMARY,0.85,0.4,0.55,1.95,1907,8.11,235,1318.76,5.61,130,9,0.4705882352941177,0.10799632352941177,10.144307692307692,Low_Performer
22918,HERB MARKER PARSLEY,0.86,0.4,0.55,1.95,1840,7.83,235,1256.5,5.35,128,9,0.4651162790697675,0.10799632352941177,9.81640625,Low_Performer
22919,HERB MARKER MINT,0.83,0.38,0.55,1.95,1716,7.33,234,1192.88,5.1,130,9,0.45783132530120485,0.10753676470588236,9.176,Low_Performer
22920,HERB MARKER BASIL,0.86,0.41,0.55,1.95,3349,14.44,232,2102.3,9.06,130,10,0.4767441860465116,0.10661764705882353,16.171538461538464,Low_Performer
22921,HERB MARKER CHIVES,0.85,0.4,0.55,1.95,1703,8.19,208,1172.42,5.64,116,7,0.4705882352941177,0.09558823529411764,10.107068965517241,Low_Performer
22922,FRIDGE MAGNETS US DINER ASSORTED,1.82,2.93,0.72,11.02,1528,15.92,96,1372.75,14.3,69,12,1.60989010989011,0.04411764705882353,19.894927536231883,Low_Performer
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1.02,1.17,0.72,11.02,1306,16.74,78,1092.25,14.0,62,9,1.1470588235294117,0.035845588235294115,17.616935483870968,Low_Performer
22924,FRIDGE MAGNETS LA VIE EN ROSE,1.38,2.19,0.72,11.02,1247,15.02,83,1102.4,13.28,63,7,1.5869565217391306,0.03814338235294118,17.4984126984127,Low_Performer
22925,BLUE GIANT GARDEN THERMOMETER,6.48,1.86,2.08,12.46,439,2.47,178,2690.23,15.11,122,8,0.28703703703703703,0.0818014705882353,22.051065573770494,Low_Performer
22926,IVORY GIANT GARDEN THERMOMETER,6.3,1.48,4.95,14.95,578,3.06,189,3561.65,18.84,137,7,0.23492063492063492,0.08685661764705882,25.997445255474453,Low_Performer
22927,GREEN GIANT GARDEN THERMOMETER,6.67,2.09,2.08,14.95,424,2.9,146,2665.14,18.25,92,6,0.31334332833583206,0.06709558823529412,28.96891304347826,Low_Performer
22928,YELLOW GIANT GARDEN THERMOMETER,7.77,2.92,4.95,12.46,269,2.47,109,1867.68,17.13,62,5,0.3758043758043758,0.050091911764705885,30.123870967741937,Low_Performer
22929,SCHOOL DESK AND CHAIR,63.92,2.65,57.95,65.0,19,1.46,13,1199.75,92.29,13,6,0.04145807259073842,0.0059742647058823525,92.28846153846153,Low_Performer
22930,BAKING MOULD HEART MILK CHOCOLATE,3.09,1.04,2.1,5.95,1077,5.79,186,2767.75,14.88,116,9,0.33656957928802594,0.08547794117647059,23.85991379310345,Low_Performer
22931,BAKING MOULD HEART WHITE CHOCOLATE,2.83,0.81,2.1,5.06,801,6.26,128,1932.7,15.1,94,10,0.28621908127208484,0.058823529411764705,20.56063829787234,Low_Performer
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2.71,0.71,2.1,5.06,882,12.6,70,1995.78,28.51,50,7,0.26199261992619927,0.03216911764705882,39.9156,Low_Performer
22933,BAKING MOULD EASTER EGG MILK CHOC,3.5,1.17,2.1,6.95,925,7.77,119,2541.33,21.36,80,7,0.33428571428571424,0.0546875,31.766624999999998,Low_Performer
22934,BAKING MOULD EASTER EGG WHITE CHOC,3.23,0.95,2.55,6.95,582,7.66,76,1686.82,22.2,64,6,0.29411764705882354,0.034926470588235295,26.3565625,Low_Performer
22935,BAKING MOULD ROSE MILK CHOCOLATE,3.81,1.37,2.75,6.63,684,10.69,64,2047.32,31.99,46,4,0.35958005249343833,0.029411764705882353,44.50695652173913,Low_Performer
22936,BAKING MOULD ROSE WHITE CHOCOLATE,4.28,1.61,2.75,6.63,278,5.45,51,889.34,17.44,31,5,0.37616822429906543,0.0234375,28.688387096774196,Low_Performer
22937,BAKING MOULD CHOCOLATE CUPCAKES,2.93,0.91,2.1,5.95,960,6.0,160,2532.64,15.83,119,11,0.310580204778157,0.07352941176470588,21.282689075630252,Low_Performer
22938,CUPCAKE LACE PAPER SET 6,2.1,0.6,1.65,4.13,2295,12.75,180,4348.23,24.16,153,11,0.2857142857142857,0.08272058823529412,28.419803921568626,Low_Performer
22939,APRON APPLE DELIGHT,6.03,2.3,4.25,11.02,466,3.76,124,2377.82,19.18,76,8,0.38142620232172464,0.05698529411764706,31.287105263157898,Low_Performer
22940,FELTCRAFT CHRISTMAS FAIRY,4.56,1.15,3.75,8.47,1849,5.93,312,7609.75,24.39,225,14,0.25219298245614036,0.14338235294117646,33.82111111111111,Low_Performer
22941,CHRISTMAS LIGHTS 10 REINDEER,9.96,3.21,6.5,16.98,1631,5.45,299,13447.46,44.97,200,12,0.322289156626506,0.13740808823529413,67.23729999999999,Low_Performer
22942,CHRISTMAS LIGHTS 10 SANTAS,8.36,3.26,2.95,16.98,572,3.89,147,4294.11,29.21,109,7,0.38995215311004783,0.06755514705882353,39.39550458715596,Low_Performer
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6.26,2.54,2.08,11.02,1358,6.69,203,6677.16,32.89,124,7,0.4057507987220447,0.09329044117647059,53.84806451612903,Low_Performer
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1.19,2.58,0.39,16.13,3363,30.3,111,1815.44,16.36,51,8,2.1680672268907566,0.051011029411764705,35.59686274509804,Low_Performer
22945,CHRISTMAS METAL TAGS ASSORTED,2.18,3.31,0.72,11.02,2966,17.35,171,2926.65,17.11,118,10,1.518348623853211,0.07858455882352941,24.802118644067797,Low_Performer
22946,WOODEN ADVENT CALENDAR CREAM,18.22,5.5,8.0,34.0,441,3.34,132,6829.06,51.74,64,7,0.3018660812294182,0.06066176470588235,106.7040625,Low_Performer
22947,WOODEN ADVENT CALENDAR RED,12.93,7.33,2.08,34.0,694,5.26,132,7827.53,59.3,80,8,0.5668986852281516,0.06066176470588235,97.84412499999999,Low_Performer
22948,METAL DECORATION NAUGHTY CHILDREN,1.65,1.81,0.72,6.77,1573,11.32,139,1575.27,11.33,69,7,1.0969696969696972,0.06387867647058823,22.83,Low_Performer
22949,36 DOILIES DOLLY GIRL,1.73,0.59,1.45,2.98,926,9.26,100,1374.05,13.74,77,8,0.34104046242774566,0.04595588235294118,17.844805194805193,Low_Performer
22950,36 DOILIES VINTAGE CHRISTMAS,1.59,0.46,1.25,2.92,5089,28.59,178,6957.55,39.09,150,8,0.2893081761006289,0.0818014705882353,46.38366666666667,Low_Performer
22951,60 CAKE CASES DOLLY GIRL DESIGN,0.68,0.28,0.42,1.5,6853,16.39,418,3676.26,8.79,224,17,0.411764705882353,0.19209558823529413,16.411875000000002,Low_Performer
22952,60 CAKE CASES VINTAGE CHRISTMAS,0.77,0.44,0.42,2.13,15130,24.93,607,9013.59,14.85,329,14,0.5714285714285714,0.2789522058823529,27.39693009118541,Low_Performer
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1.37,0.42,0.83,2.51,484,5.09,95,624.61,6.57,58,6,0.3065693430656934,0.043658088235294115,10.769137931034482,Low_Performer
22954,HEN PARTY CORDON BARRIER TAPE,1.36,0.45,0.83,2.51,196,5.03,39,238.92,6.13,21,4,0.33088235294117646,0.017922794117647058,11.377142857142857,Low_Performer
22955,36 FOIL STAR CAKE CASES,2.31,0.73,0.79,4.21,1175,8.77,134,2334.56,17.42,90,12,0.31601731601731603,0.06158088235294118,25.939555555555554,Low_Performer
22956,36 FOIL HEART CAKE CASES,2.21,0.65,0.79,4.21,2028,10.24,198,3914.39,19.77,143,14,0.29411764705882354,0.09099264705882353,27.373356643356644,Low_Performer
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,3.11,0.71,2.55,5.79,1713,8.44,203,4826.07,23.77,168,14,0.2282958199356913,0.09329044117647059,28.72660714285714,Low_Performer
22959,WRAP CHRISTMAS VILLAGE,0.44,0.2,0.34,2.08,4725,35.0,135,1982.0,14.68,125,7,0.4545454545454546,0.06204044117647059,15.856,Low_Performer
22960,JAM MAKING SET WITH JARS,5.08,1.77,2.08,9.95,7993,7.47,1070,33863.4,31.65,546,25,0.3484251968503937,0.49172794117647056,62.02087912087912,Low_Performer
22961,JAM MAKING SET PRINTED,1.9,0.81,1.25,3.95,15528,13.99,1110,24310.29,21.9,520,24,0.42631578947368426,0.5101102941176471,46.750557692307694,Low_Performer
22962,JAM JAR WITH PINK LID,1.06,0.36,0.72,1.66,3724,11.28,330,3154.39,9.56,177,18,0.33962264150943394,0.15165441176470587,17.82141242937853,Low_Performer
22963,JAM JAR WITH GREEN LID,1.08,0.37,0.72,1.66,3209,10.8,297,2701.19,9.09,160,15,0.34259259259259256,0.13648897058823528,16.8824375,Low_Performer
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2.53,0.85,1.85,4.95,2571,6.99,368,5357.25,14.56,210,14,0.3359683794466403,0.16911764705882354,25.510714285714286,Low_Performer
22965,3 TRADITIONAL COOKIE CUTTERS SET,2.34,0.66,1.85,4.21,1309,5.74,228,2758.43,12.1,165,11,0.2820512820512821,0.10477941176470588,16.717757575757574,Low_Performer
22966,GINGERBREAD MAN COOKIE CUTTER,1.45,0.46,1.06,2.95,7183,11.07,649,8867.54,13.66,378,15,0.31724137931034485,0.29825367647058826,23.45910052910053,Low_Performer
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3.01,0.5,2.55,5.79,1148,8.7,132,3203.56,24.27,117,11,0.16611295681063123,0.06066176470588235,27.3808547008547,Low_Performer
22968,ROSE COTTAGE KEEPSAKE BOX,11.85,4.39,2.08,20.38,775,4.21,184,7459.69,40.54,116,10,0.37046413502109704,0.08455882352941177,64.3076724137931,Low_Performer
22969,HOMEMADE JAM SCENTED CANDLES,1.8,0.74,1.25,3.95,12170,19.69,618,18259.97,29.55,415,17,0.4111111111111111,0.28400735294117646,43.99992771084337,Low_Performer
22970,LONDON BUS COFFEE MUG,2.73,0.75,2.1,5.95,4207,13.75,306,9846.74,32.18,174,7,0.27472527472527475,0.140625,56.59045977011494,Low_Performer
22971,QUEENS GUARD COFFEE MUG,2.78,0.77,2.1,5.06,2339,8.93,262,5626.07,21.47,161,5,0.27697841726618705,0.12040441176470588,34.94453416149068,Low_Performer
22972,CHILDREN'S SPACEBOY MUG,1.99,0.68,1.45,3.95,1708,7.73,221,2922.38,13.22,137,10,0.3417085427135679,0.1015625,21.33124087591241,Low_Performer
22973,CHILDREN'S CIRCUS PARADE MUG,2.03,0.71,1.45,3.36,1217,8.76,139,2070.03,14.89,80,7,0.3497536945812808,0.06387867647058823,25.875375000000002,Low_Performer
22974,CHILDRENS DOLLY GIRL MUG,2.05,0.72,1.45,3.95,1530,7.89,194,2614.21,13.48,122,9,0.351219512195122,0.08915441176470588,21.42795081967213,Low_Performer
22975,SPACEBOY CHILDRENS EGG CUP,1.55,0.53,1.25,2.95,1153,6.3,183,1560.88,8.53,109,7,0.3419354838709677,0.08409926470588236,14.32,Low_Performer
22976,CIRCUS PARADE CHILDRENS EGG CUP,1.5,0.5,1.25,2.51,1001,7.41,135,1304.08,9.66,76,5,0.3333333333333333,0.06204044117647059,17.158947368421053,Low_Performer
22977,DOLLY GIRL CHILDRENS EGG CUP,1.49,0.49,1.25,2.95,900,6.82,132,1190.11,9.02,96,5,0.32885906040268453,0.06066176470588235,12.396979166666666,Low_Performer
22978,PANTRY ROLLING PIN,4.36,1.39,3.39,7.46,2390,10.48,228,9292.41,40.76,148,9,0.31880733944954126,0.10477941176470588,62.78655405405405,Low_Performer
22979,PANTRY WASHING UP BRUSH,1.82,0.73,1.25,3.95,3989,10.69,373,6240.59,16.73,219,15,0.40109890109890106,0.1714154411764706,28.49584474885845,Low_Performer
22980,PANTRY SCRUBBING BRUSH,1.93,0.63,1.45,3.95,2286,8.02,285,3779.68,13.26,196,11,0.32642487046632124,0.13097426470588236,19.28408163265306,Low_Performer
22981,PANTRY APPLE CORER,1.89,0.68,1.25,2.92,463,4.45,104,692.53,6.66,56,9,0.3597883597883598,0.04779411764705882,12.366607142857143,Low_Performer
22982,PANTRY PASTRY BRUSH,1.64,0.57,1.06,2.46,1126,5.57,202,1506.35,7.46,115,11,0.3475609756097561,0.09283088235294118,13.098695652173912,Low_Performer
22983,CARD BILLBOARD FONT,0.52,0.18,0.36,0.85,5189,12.04,431,2212.09,5.13,221,12,0.34615384615384615,0.19806985294117646,10.00945701357466,Low_Performer
22984,CARD GINGHAM ROSE,0.48,0.15,0.36,0.85,2630,16.86,156,1068.4,6.85,90,11,0.3125,0.07169117647058823,11.871111111111112,Low_Performer
22985,"WRAP, BILLBOARD FONTS DESIGN",0.42,0.01,0.34,0.42,3632,38.23,95,1437.44,15.13,74,6,0.02380952380952381,0.043658088235294115,19.424864864864865,Low_Performer
22986,GINGHAM ROSE WRAP,0.42,0.0,0.36,0.42,3854,26.76,144,1606.68,11.16,115,12,0.0,0.0661764705882353,13.971130434782609,Low_Performer
22987,WRAP SUMMER ROSE DESIGN,0.42,0.0,0.42,0.42,102,20.4,5,42.84,8.57,5,2,0.0,0.002297794117647059,8.568000000000001,Low_Performer
22988,SOLDIERS EGG CUP,1.5,0.51,1.06,2.95,8389,20.71,405,10088.39,24.91,192,5,0.34,0.18612132352941177,52.543697916666666,Low_Performer
22989,SET 2 PANTRY DESIGN TEA TOWELS,3.69,1.17,2.55,7.95,2754,7.59,363,8807.26,24.26,232,15,0.3170731707317073,0.16681985294117646,37.9623275862069,Low_Performer
22990,COTTON APRON PANTRY DESIGN,5.3,1.95,1.95,10.79,604,3.9,155,2768.04,17.86,109,7,0.3679245283018868,0.07123161764705882,25.3948623853211,Low_Performer
22991,GIRAFFE WOODEN RULER,2.27,0.79,1.65,4.95,3805,14.25,267,7432.29,27.84,179,10,0.3480176211453745,0.12270220588235294,41.521173184357544,Low_Performer
22992,REVOLVER WOODEN RULER,2.27,0.78,1.65,4.95,5136,15.02,342,10167.5,29.73,213,10,0.3436123348017621,0.15716911764705882,47.73474178403756,Low_Performer
22993,SET OF 4 PANTRY JELLY MOULDS,1.5,0.55,1.06,3.29,12315,11.63,1059,16056.44,15.16,428,17,0.3666666666666667,0.4866727941176471,37.51504672897197,Low_Performer
22994,TRAVEL CARD WALLET RETROSPOT,0.53,0.18,0.42,0.83,2090,9.95,210,913.88,4.35,86,6,0.33962264150943394,0.09650735294117647,10.626511627906977,Low_Performer
22995,TRAVEL CARD WALLET SUKI,0.54,0.19,0.36,0.83,2335,9.05,258,1033.17,4.0,90,5,0.35185185185185186,0.11856617647058823,11.479666666666667,Low_Performer
22996,TRAVEL CARD WALLET VINTAGE TICKET,0.53,0.18,0.36,1.0,4588,11.56,397,2002.6,5.04,151,5,0.33962264150943394,0.18244485294117646,13.262251655629138,Low_Performer
22997,TRAVEL CARD WALLET UNION JACK,0.49,0.16,0.36,0.83,2479,11.48,216,1066.8,4.94,98,4,0.326530612244898,0.09926470588235294,10.885714285714286,Low_Performer
22998,TRAVEL CARD WALLET KEEP CALM,0.5,0.16,0.36,1.0,12039,23.2,519,5062.7,9.75,214,6,0.32,0.23851102941176472,23.65747663551402,Low_Performer
22999,TRAVEL CARD WALLET RETRO PETALS,0.48,0.15,0.36,1.0,2788,13.09,213,1206.43,5.66,106,8,0.3125,0.0978860294117647,11.381415094339623,Low_Performer
23000,TRAVEL CARD WALLET TRANSPORT,0.52,0.18,0.36,0.83,2973,11.22,265,1283.09,4.84,120,8,0.34615384615384615,0.12178308823529412,10.692416666666666,Low_Performer
23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,2.08,,2.08,2.08,200,200.0,1,416.0,416.0,1,1,,0.00045955882352941176,416.0,Low_Performer
23002,TRAVEL CARD WALLET SKULLS,0.52,0.18,0.36,0.83,1944,10.45,186,838.82,4.51,85,4,0.34615384615384615,0.08547794117647059,9.868470588235295,Low_Performer
23003,TRAVEL CARD WALLET VINTAGE ROSE,0.42,0.01,0.36,0.42,536,10.11,53,223.68,4.22,38,3,0.02380952380952381,0.024356617647058824,5.886315789473684,Low_Performer
23004,TRAVEL CARD WALLET PANTRY,0.6,0.2,0.42,0.83,1971,9.0,219,888.09,4.06,73,7,0.33333333333333337,0.10064338235294118,12.165616438356166,Low_Performer
23005,TRAVEL CARD WALLET I LOVE LONDON,0.52,0.18,0.36,1.0,4645,19.68,236,2087.95,8.85,104,3,0.34615384615384615,0.10845588235294118,20.076442307692307,Low_Performer
23006,TRAVEL CARD WALLET FLOWER MEADOW,0.52,0.18,0.36,0.83,1750,10.42,168,758.57,4.52,88,4,0.34615384615384615,0.07720588235294118,8.620113636363637,Low_Performer
23007,SPACEBOY BABY GIFT SET,15.86,2.73,10.79,24.96,476,2.74,174,7387.3,42.46,108,12,0.1721311475409836,0.07996323529411764,68.40092592592593,Low_Performer
23008,DOLLY GIRL BABY GIFT SET,16.17,2.01,10.79,24.96,409,3.2,128,6354.97,49.65,98,14,0.12430426716140999,0.058823529411764705,64.84663265306122,Low_Performer
23009,I LOVE LONDON BABY GIFT SET,16.01,4.25,10.79,29.95,247,2.55,97,3829.48,39.48,47,9,0.2654590880699563,0.04457720588235294,81.47829787234042,Low_Performer
23010,CIRCUS PARADE BABY GIFT SET,16.27,2.52,10.79,24.96,304,2.87,106,4703.3,44.37,73,11,0.15488629379225569,0.04871323529411765,64.42876712328767,Low_Performer
23012,GLASS APOTHECARY BOTTLE PERFUME,4.6,1.66,3.45,8.29,1045,4.35,240,4087.39,17.03,147,12,0.36086956521739133,0.11029411764705882,27.805374149659862,Low_Performer
23013,GLASS APOTHECARY BOTTLE TONIC,4.67,1.72,3.45,8.29,914,4.17,219,3630.32,16.58,132,9,0.3683083511777302,0.10064338235294118,27.502424242424244,Low_Performer
23014,GLASS APOTHECARY BOTTLE ELIXIR,4.82,1.84,3.45,8.29,832,4.12,202,3298.74,16.33,120,10,0.3817427385892116,0.09283088235294118,27.4895,Low_Performer
23015,CORDIAL GLASS JUG,8.69,1.92,8.25,16.63,40,2.11,19,338.38,17.81,16,4,0.22094361334867665,0.008731617647058824,21.14875,Low_Performer
23016,GLASS TWIST BON BON JAR,8.71,2.75,6.65,15.79,74,3.08,24,575.25,23.97,20,2,0.3157290470723306,0.011029411764705883,28.7625,Low_Performer
23017,APOTHECARY MEASURING JAR,12.18,0.59,11.15,12.5,64,3.05,21,751.4,35.78,20,4,0.04844006568144499,0.009650735294117647,37.57,Low_Performer
23018,LARGE APOTHECARY MEASURING JAR,12.92,2.88,11.15,24.96,50,2.5,20,599.66,29.98,20,4,0.22291021671826625,0.009191176470588236,29.982999999999997,Low_Performer
23019,SMALL APOTHECARY MEASURING JAR,8.08,0.33,7.45,8.25,81,2.89,28,629.05,22.47,26,4,0.04084158415841584,0.012867647058823529,24.194230769230767,Low_Performer
23020,GLASS SONGBIRD STORAGE JAR,13.02,2.95,11.15,24.96,175,2.43,72,2129.34,29.57,64,9,0.22657450076804916,0.03308823529411765,33.2709375,Low_Performer
23021,GLASS BONNE JAM JAR,4.45,1.13,3.75,8.29,116,4.46,26,484.22,18.62,24,6,0.25393258426966286,0.011948529411764705,20.175833333333333,Low_Performer
23022,SMALL BONNE JAM JAR T-LIGHT HOLDER,2.03,0.11,1.79,2.08,422,17.58,24,808.16,33.67,20,3,0.054187192118226604,0.011029411764705883,40.408,Low_Performer
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,1.77,0.47,1.45,3.29,268,11.17,24,427.92,17.83,23,4,0.2655367231638418,0.011029411764705883,18.605217391304347,Low_Performer
23024,LARGE BONNE JAM JAR T-LIGHT HOLDER,3.01,0.94,2.49,5.79,255,23.18,11,667.85,60.71,9,3,0.3122923588039867,0.00505514705882353,74.20555555555556,Low_Performer
23025,DRAWER KNOB VINTAGE GLASS BALL,2.28,0.62,2.08,4.13,326,6.39,51,710.88,13.94,40,4,0.2719298245614035,0.0234375,17.772,Low_Performer
23026,DRAWER KNOB VINTAGE GLASS STAR,2.34,0.7,1.79,4.13,538,8.82,61,1161.52,19.04,43,5,0.29914529914529914,0.02803308823529412,27.012093023255815,Low_Performer
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,2.22,0.52,2.08,4.13,295,9.83,30,627.95,20.93,27,4,0.23423423423423423,0.013786764705882353,23.25740740740741,Low_Performer
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1.93,0.66,1.45,4.13,1367,9.98,137,2373.83,17.33,89,12,0.3419689119170985,0.06295955882352941,26.672247191011234,Low_Performer
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1.85,0.54,1.45,3.29,1202,8.12,148,2075.62,14.02,91,11,0.2918918918918919,0.06801470588235294,22.80901098901099,Low_Performer
23031,DRAWER KNOB CRACKLE GLAZE PINK,1.82,0.51,1.45,3.29,1242,8.34,149,2076.5,13.94,92,9,0.2802197802197802,0.06847426470588236,22.570652173913043,Low_Performer
23032,DRAWER KNOB CRACKLE GLAZE IVORY,1.77,0.45,1.45,3.29,2292,11.35,202,3794.28,18.78,117,11,0.2542372881355932,0.09283088235294118,32.429743589743595,Low_Performer
23033,DRAWER KNOB CERAMIC RED,1.83,0.76,1.25,3.29,699,9.85,71,1037.15,14.61,42,6,0.4153005464480874,0.03262867647058824,24.69404761904762,Low_Performer
23034,DRAWER KNOB CERAMIC BLACK,1.63,0.57,1.25,3.29,925,10.63,87,1370.37,15.75,57,7,0.3496932515337423,0.03998161764705882,24.041578947368418,Low_Performer
23035,DRAWER KNOB CERAMIC IVORY,1.64,0.58,1.25,3.29,2124,11.54,184,3101.0,16.85,109,8,0.35365853658536583,0.08455882352941177,28.44954128440367,Low_Performer
23036,T-LIGHT HOLDER SILVER PETIT FOUR,1.33,0.31,1.25,2.46,172,11.47,15,217.42,14.49,14,1,0.23308270676691728,0.006893382352941176,15.53,Low_Performer
23037,CANDLE HOLDER SILVER MADELINE,1.89,0.61,1.45,3.29,196,9.8,20,325.16,16.26,18,2,0.32275132275132273,0.009191176470588236,18.064444444444447,Low_Performer
23038,T-LIGHT HOLDER SILVER SAUCER,1.33,0.41,0.83,1.63,44,5.5,8,42.92,5.36,5,1,0.3082706766917293,0.003676470588235294,8.584,Low_Performer
23039,T-LIGHT HOLDER SILVER HEART HANDLE,2.34,0.87,1.65,4.13,192,7.11,27,383.88,14.22,22,2,0.3717948717948718,0.012408088235294117,17.44909090909091,Low_Performer
23040,PAPER LANTERN 9 POINT SNOW STAR,6.3,1.78,4.95,11.63,242,5.9,41,1330.78,32.46,32,6,0.28253968253968254,0.01884191176470588,41.586875,Low_Performer
23041,PAPER LANTERN 9 POINT SNOW STAR,4.62,1.32,4.15,8.29,271,5.11,53,1174.33,22.16,46,3,0.2857142857142857,0.024356617647058824,25.52891304347826,Low_Performer
23042,PAPER LANTERN 7 POINT SNOW STAR,7.39,2.13,6.65,13.29,99,3.67,27,684.91,25.37,25,2,0.2882273342354533,0.012408088235294117,27.3964,Low_Performer
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,7.1,2.18,6.25,12.46,80,3.64,22,531.05,24.14,19,1,0.3070422535211268,0.01011029411764706,27.95,Low_Performer
23044,PAPER LANTERN 9 POINT HOLLY STAR S,4.31,0.81,4.15,8.29,101,3.88,26,423.29,16.28,25,2,0.18793503480278426,0.011948529411764705,16.9316,Low_Performer
23045,PAPER LANTERN 5 POINT STAR MOON 30,4.5,1.17,4.15,8.29,116,4.83,24,489.68,20.4,22,3,0.26,0.011029411764705883,22.258181818181818,Low_Performer
23046,PAPER LANTERN 9 POINT DELUXE STAR,6.81,1.14,5.75,13.29,343,9.8,35,2071.59,59.19,31,4,0.16740088105726872,0.01608455882352941,66.82548387096774,Low_Performer
23047,PAPER LANTERN 5 POINT SEQUIN STAR,5.75,0.0,5.75,5.75,58,2.23,26,333.5,12.83,25,2,0.0,0.011948529411764705,13.34,Low_Performer
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4.61,1.31,3.75,8.29,559,5.65,99,2285.39,23.08,80,8,0.2841648590021692,0.04549632352941176,28.567375,Low_Performer
23049,RECYCLED ACAPULCO MAT RED,8.9,2.26,7.45,16.63,436,2.45,178,3723.46,20.92,102,11,0.25393258426966286,0.0818014705882353,36.50450980392157,Low_Performer
23050,RECYCLED ACAPULCO MAT GREEN,9.22,2.69,7.45,16.63,464,2.34,198,4013.54,20.27,115,11,0.2917570498915401,0.09099264705882353,34.90034782608696,Low_Performer
23051,RECYCLED ACAPULCO MAT BLUE,9.67,3.17,7.45,16.63,358,2.27,158,3165.74,20.04,93,9,0.327817993795243,0.07261029411764706,34.04021505376344,Low_Performer
23052,RECYCLED ACAPULCO MAT TURQUOISE,9.8,3.26,7.45,16.63,636,2.36,270,5792.46,21.45,144,13,0.33265306122448973,0.12408088235294118,40.22541666666667,Low_Performer
23053,RECYCLED ACAPULCO MAT PINK,9.82,3.29,7.45,16.63,323,2.1,154,2915.31,18.93,101,14,0.335030549898167,0.07077205882352941,28.864455445544554,Low_Performer
23054,RECYCLED ACAPULCO MAT LAVENDER,9.57,3.08,7.45,16.63,288,2.29,126,2547.18,20.22,80,10,0.3218390804597701,0.057904411764705885,31.83975,Low_Performer
23055,IVORY CHANDELIER T-LIGHT HOLDER,5.61,2.17,1.0,12.46,655,16.79,39,1382.68,35.45,33,5,0.3868092691622103,0.017922794117647058,41.89939393939394,Low_Performer
